business_id;less_100m;less_500m;less_1km;less_5km;less_10km;less_50km
1JXJbmiVaLK2Wc2-reqQ5w;0;0;0;32;301;471
cFFUSPIJfjm5pbgLGu91XA;0;0;0;29;166;466
D4_SY2a4YnoFhrwHeYVioA;2;18;41;197;300;377
p73i2GDzPRZJbYBa8qtpSQ;4;16;17;47;55;183
8VfQxXmbPdn8zvsVpYcBWA;7;62;150;676;840;2177
6y3ieaio3N5I157dwA2IcQ;3;74;197;684;838;2178
ZzqqkL9mHsOnFHJvVd-10Q;0;1;2;46;137;1943
3fpAmsSuEFNF29UUPpgwlw;2;5;7;82;132;183
091-A52K-wifGIf3jJ-hgA;0;0;3;102;197;1007
1cjR9b6qWme6ipVIffWlow;1;15;91;671;836;2172
p0mxscqr7BgMR-I4pGM3Kg;1;2;12;177;253;493
GU8bT_YS2WbLK749ETzroQ;0;1;1;13;37;466
rZm_ttIRjTaQyVmD-Rk55A;0;1;2;95;385;471
jCCFD-0Gi2-bFZokbTt5wg;0;2;9;89;272;2179
SgpPB69RDlyJBwGdaf5_Ew;0;2;5;18;53;347
DchoWk5R3ZSkvVs59e2PpA;0;18;38;92;160;995
YqGx9kaJRqEeTUs-EcKc2g;0;2;2;4;13;381
8pzVSfj7R3yzOlTepfcIzA;3;36;72;259;376;471
EGSR3XIGuwa-CLAQnJmqdw;0;0;2;22;70;1867
E8_9MKASoMIDD6HWl8gZwg;3;30;73;279;378;471
4t3yeXmkrMaJruCWA0H8DA;0;12;16;592;849;2169
yWbLO04FlSDJzIZbKr8t5A;0;0;0;1;13;572
m7DA8pzug_TcB3EBs1w_vg;0;2;7;52;181;2076
pV6N5Ku0FoybJpKRRiZl2A;0;31;57;199;304;377
TYSI8iapliyWOAmNi2RJzg;0;4;8;80;875;2207
fdKqGhyMll3WpOqJOQaQPw;1;5;5;30;86;955
45RduxnVKS8kB1sU_p2mUQ;0;0;0;7;47;492
t8wLtNmA64m8UtJ8eK0c4Q;2;4;6;57;142;216
1u_cOXKrpzUSYkAPBhY4Cg;1;3;3;21;41;796
rXROtgLbpHRnkqWfEL6YhQ;0;2;3;73;204;471
V6BZHmkKGJSGp_SDpVVKUw;0;2;3;11;22;1583
4G9WWWYD_jsklt8WGd_j6g;0;4;32;196;306;377
Qt-yEn_BymopCRwkSJEW2g;0;0;0;8;52;1893
zG3ijcNz5_KyxQb3w29OZg;0;0;0;3;7;708
-ZuxCKkOtFgBbgwtzwS0Zg;0;2;13;24;40;484
EmN85_ePa8uogLdjN0g6Gw;0;0;0;19;115;515
gRSMrEF92ZsC2MBlUr3iOA;2;19;92;662;821;2156
AMVL7n_M6MrIywrnyA0C0A;2;3;3;18;125;466
W8veVYMZidtykCpFozGDYA;0;1;4;106;163;216
to6wzDW0qBkrY6zttmngZg;0;1;5;36;52;183
1O3049ULg-o1MxmR_w95Tw;1;7;14;119;252;1090
UoNpmrih4LnzGTZCqltIDQ;0;0;5;7;47;1704
9shXDmiEvRLgD93R6KlPNA;0;1;1;11;41;1846
yKVE6F2qqkVJpW55bWLmqQ;0;0;1;37;124;2096
Tpc-9OGNmHSGzxa5RT4IDA;0;15;62;276;388;471
_L4N2qjUUZWR9BELd4oemg;0;0;4;42;142;377
Aswic5AK0L2mYhbuE2hFVQ;0;3;3;27;158;216
uizQiDP3fYaDvCxuwMaSew;2;39;72;636;869;2184
DNMDGalFejExZqwb_YVQnQ;4;10;16;32;115;2083
etqiTJ31Bl3Fuh3CWTSHxw;0;5;7;47;113;183
MqdCs22Lym96IRmt9ivKyQ;0;0;0;13;66;1796
PC0z5dgURsstoS0-APO4qA;1;37;172;676;822;2167
6vXFb9q_dfhI67hma3xRjA;0;3;3;29;117;1074
jJL3HcGjgtcUdLub93ZxNA;0;6;13;24;41;483
iibELFthZ_mTJyYs99De_Q;0;0;0;18;41;377
tueA4ip6XgUhHRGG-2-EJg;0;3;30;83;138;216
G_6dvmDO3snpl2CimKL9YQ;2;30;46;112;171;466
ZnssDQyR5H7H2LJ-vT6YyQ;3;8;14;24;40;483
AlMozN7JtyrIDsyrgqRZzw;0;2;2;24;113;1102
wJGuXhM6Tmx4gEp2IiTBHA;0;2;2;14;106;2041
NfuQxhkadU9p1nFUs-2sbQ;0;1;3;22;68;466
57i-zASRB3jO1S6_oPvcZw;1;1;1;30;141;267
Bsnmz3yZQ7sF4zX_CAfOcQ;3;8;9;22;151;466
NpWGrKnmm44CzpZ1Wi1bLQ;0;16;90;688;840;2186
5-HPQP4UlNgmq0ejihbxuQ;1;1;1;2;28;443
MBtoji84lhvTCRTjfLwTDw;0;2;4;54;249;377
f2HDMXD5o_-HNDSrUR1n0Q;0;4;14;63;174;471
_QQHhERJ1WVH05Vc8AJ1kQ;0;0;0;13;18;480
DnNpi-NbFPXyJHikqxPjSA;0;1;3;36;134;1898
mQtDQblKR8-RY295XLyGMA;0;3;3;5;20;267
OgUrojj-vHiX51ra4A8uqg;2;3;3;9;19;1319
at4PB3mejHy6cX_xNLhMYQ;0;0;1;12;27;714
haYikT8axUlLyNS7k-osng;0;2;2;122;218;350
Fg0vS_HDz2kAJt3Q_VZodA;0;0;2;11;106;1970
YBxBdrzQZplVWNUymSGVug;2;5;6;19;125;493
WVYcB73fVpBMznlhhqjL4w;0;1;1;45;219;267
4phSC3w3422K6SUJgmJw7w;0;2;3;25;49;466
c7M2aw0m_vhRuA-tqqmi0g;3;14;16;27;43;1770
uQSCNdPI0dC_sPsOh1U8NQ;1;4;4;100;122;183
YP6IjFUxh9_VcFUWq5ru-g;3;19;60;158;233;267
qfKcc--dmGurMudBkVg8Tw;0;0;2;12;71;840
JrG4NINLspXPNhSXg7Q07Q;1;14;41;564;860;2155
QyEMjcD8NrWm-tFAUXprhw;1;1;1;15;144;350
M3el6wWmdwyr9XQEmnGXWA;0;0;0;16;45;2018
hSusrHAzG3QUE8zrYqYYzQ;0;1;8;24;37;483
0KaePrBSRJwUQaHywCM5Zw;1;1;1;14;144;350
6C0IhZMfk7mhpjTBcdsX1g;0;1;1;93;385;471
0pVM5OaWWu-M0TWMQ9Zwyg;0;0;1;15;190;267
2PX8MOkN6cPG7-gte7IpIQ;1;4;5;41;194;2175
x2PYuKmTUiQfzOhAAM9_Cg;0;0;1;12;48;1866
jhSSiLwrq9t3Fij2pVlvug;0;6;9;68;186;350
dHY0EBrKi7HHjsQoK0inUA;0;0;1;1;20;1311
Z47HyCOQC6D3kWYZGqe6RQ;0;1;1;22;38;1760
6XZlRSgdUsEDPlYurRgpMw;0;2;5;118;396;471
UWg158bSV1C68C86u42EFw;1;15;32;200;309;377
QnFIWz-CgEVqQ8qhzFrl7A;2;2;2;50;159;518
vfD5568Nt1B_ImDC75fBIQ;0;1;1;9;55;466
b7ao5G03_c_8YAueJW7pXA;0;0;1;31;79;2009
ftn9PVzDo1yLsRzPYZ8Dow;0;0;0;13;53;1027
UiJiURqivPDuvMsFgRF3yQ;2;31;67;104;119;183
nLCZiZrqZ3LtdifCv8et7g;1;3;7;18;474;2119
EVqeyOX5XpUsrf8PZwsPdw;0;12;23;197;304;377
3WhSMPpreTgGt53lk7NY3g;0;0;0;17;57;477
8cGyreYTlXU87DfS8g4P7Q;0;1;1;45;131;1022
XBGXPRTzUTPdzBRmNCjOig;0;6;7;14;31;491
HLrDflJTscXg3OuuU0SYkg;1;54;195;679;830;2175
7Ycg7RgBswvQ8yQqHe7CYQ;0;0;0;13;76;1831
kqh6VqnflT0PD78A9VAEgA;0;0;1;231;407;471
854d-ziK_hQFmbNdvF3ZsA;0;1;5;196;408;471
7dQ39yOtoQIhmHY_E9cQFQ;0;5;33;96;170;1006
DSz81CMeUgy9zYFLQhNJ4w;0;4;4;23;91;350
AV2MB75oRvnbek1_td3kXw;1;7;10;45;186;1100
059fmQtYFQv3-hINwfpGsw;1;2;11;181;252;493
hYs3ioWpQr-WwV9nRD5lAg;0;0;1;21;161;2154
sPFVy3YI8viClkH08SPLeg;0;0;1;58;201;216
PCIR3Z78l_nLXu_OnhTweA;0;1;1;32;143;1999
IqY4dWzY-VaHGVznt-IDxA;0;0;0;21;92;1078
uGacI_nMwg8hxdg6PloiOw;0;0;0;8;35;350
sg4zySgp0Al1WNk-JhTbHQ;0;0;0;63;290;2166
vuzilOmzlFbrSTiwZfOSOA;0;4;8;122;243;518
Qh4SE3580B-nnH3DwuAXOA;2;4;10;48;67;183
uIFRFef7l43YxA8G3dU6Tg;8;41;141;682;839;2174
nphMADgWEWqQ_CM_-tWFMw;0;0;0;0;12;466
O3e9xgI92__6qK9a937LeQ;0;0;1;26;100;1104
TPNv3aGh3UKoZ8iAcpbWKA;0;1;1;63;276;377
B3UQC3oMyhRA274_KXDFKw;0;0;3;11;23;1591
uq98rLs4rkWRtuDAggiR8w;0;0;1;10;39;1916
n-qNp5n_GJTntIyiZWzeJg;0;0;0;29;105;1860
RGtMrLcbsss7lbZsdVYrqQ;2;6;7;128;229;350
1sZKO790Q6C4aV9PKmtWeA;0;2;2;18;67;511
LFOiOxKTB0oDELEJ0yjBhw;0;7;15;568;854;2163
bLpmJpVfP9sRwzhlnJ2F8g;0;0;2;43;154;1943
uDQxX5LiFAnv4JeNJe9ORA;0;1;1;6;18;719
b01W9cJtcB0dtXqnNtsstA;0;0;0;4;10;500
uYrw8JU3qLBMGRlcMoXG-A;0;3;3;18;94;512
zurZgdE3W9jJnU6VAgTdSg;0;12;24;266;372;471
tA0bhhroDjar8irGCZXObQ;5;26;33;80;138;216
3I3m2eT-UURdmr2PgYXtJA;0;4;25;196;301;377
Rn7nEFp5Vj-Wa6SdRONIFQ;2;78;199;682;835;2184
IuJgOIBjBBVqG6lExeq3jw;4;25;57;202;310;377
3Vlftzk7RIe2z87hAjw1Cg;0;0;0;27;50;1743
9xCprW96TZFLajnnN-w8Pg;0;5;6;129;225;1089
1oGCzoCC6HnQWpdK9cCP0g;1;5;47;102;119;183
2PjqWbfEefH1AMpL4opE4A;1;2;12;156;234;1090
bZcW_CPll-WaAgciSLPyrA;1;26;47;184;260;493
lCpO0y4VR19qMGWprbiGDQ;0;0;1;111;230;267
1SI-jPcGxag54hWZvafxIw;1;2;3;17;54;1020
GsppfYtMMxI86N9FuXzccw;0;4;6;44;197;2176
TKRB31Z2z-GfpfYB2vaRjw;0;1;4;35;44;475
pnR9ex4IWiYrnexU6qNP9Q;1;3;8;63;193;216
9oJinxECxlSutUM0kBOixw;0;0;1;139;237;267
QJaB5FXOOhWjWI2f4Z4SDA;0;1;3;46;190;216
t1o0DX6aEUVm9ur43kQ_Yw;0;0;0;2;3;596
VaJdXHK4VQDJO-idOGFbxA;0;1;3;7;12;506
JV99g4Lth5iSt0HukavSiA;3;11;26;211;361;471
642kv5mYCqYr6COe49HMzA;0;5;10;67;283;1091
9XjXIqQFQ2SfeHTwPRngIA;1;8;23;259;371;471
A8gVrDQNeNOFLep0icvpSA;1;1;5;50;231;377
CHcpcv65XtaGuq4gogzpXQ;1;69;167;682;837;2177
AqYorZLGd1DP68eL5hQN3Q;0;2;2;515;818;2141
pvGBHwMceiP6c6L41aL2tw;0;0;1;11;46;471
hN4n_a3FTedoJP1h8ZbjTg;0;2;3;50;228;2143
SjOD3i2vTmPhS4Ez4dUtpw;9;37;87;658;826;2165
F7J-Kc3fR0vdjcpN9TYLJw;3;6;19;206;361;471
2kfa2IBX3oy2zQX4PAkEpg;0;8;11;159;255;493
_lzdvo1_8RSiseYQOMozKw;0;6;9;84;722;2186
Eggbe8TRDB0wPjqymWMk9Q;1;2;2;47;90;1440
JFY8k6JOc-iz1oszqHFgCg;0;1;1;18;65;850
pSquMmdxtM5FFQYeNlcGAA;1;4;6;64;224;2182
8GCFe81qmoTEcq2BnO-HGg;1;13;36;201;304;377
_uIK_DBXx8ekjl5O8ZxgsQ;1;3;4;109;180;466
Z0UWSWLszjuDn3bpdGVMbw;3;54;182;676;825;2174
xBmLaYKPIzUnrdEpg5BLYw;1;7;7;90;226;518
JyOfFuVEGnhLdoN3K1WewQ;0;2;3;32;96;350
R3NAV2ACaBFZXIwBTHhPaQ;0;0;1;34;73;1038
Gk6EoDA3Bd9LDnYhJe1WKw;2;48;195;684;836;2181
gwGLBmNTfIlaTnwFtddbkQ;1;1;1;32;119;267
-tQ0lqgfY8i5avBVyUMYWw;3;52;160;682;841;2175
FBqYnP7H3TMHYQvafuBTSA;7;16;17;47;55;183
wZjHlM6t-kMhnPDaeGzZ8g;1;10;21;208;311;377
2bugq0djs9WnBMHaIr4iYw;4;7;11;68;637;2076
zb7itgC8u-89r09B_COslQ;6;14;20;124;257;1090
Bye73IBqt2u37RKTgwv8sg;1;29;60;162;231;267
Hu8AaQE2d3Uo6_EGlpVsUQ;4;32;50;199;303;377
fGoVUonpgaeoAenfc3mVzg;1;10;82;686;838;2187
LOpRqDGLGOKk__bc2-JbBA;1;2;2;4;11;517
YaMTfCPcyQeq3BVl2vd_Vw;1;27;49;112;169;466
Oq5B0zc5vL0bFCxH7qd9-A;0;10;17;118;251;1090
_hfy-Rj0XtJAxaKRQmKeYQ;0;2;2;10;10;579
ul7RY7S80zD3EpvoYMNyAA;1;4;4;35;83;1058
zezqFvepI43vrYCVHwr-Mg;0;0;1;23;87;1995
me-gE1a7-DRGK9oeuCmbrw;0;1;1;5;61;267
8AdQNUcZdcvxMDsrGQGMAg;2;13;44;205;310;377
CTaS3dtVDJ5Dk3ACI7blYg;0;2;6;166;269;493
dmx9rfhDOixCsCA_DcsEEA;0;3;5;85;244;2178
PxORQiDmPhd5xwTd1mFbDQ;1;6;7;57;134;1099
NqE7vN3VT_AphP0cIAatYA;0;1;4;34;176;1084
_ljP8KWwMTSMOv_zGW6nBA;0;0;10;245;365;471
NbOWECn3ilz4gWL6dm5P6g;0;36;118;658;819;2164
PVieWiYn8GK9GSLnNFmOyA;1;1;4;196;386;471
cb1nUu3c4qD0DymqTlUJaA;1;5;10;88;207;518
SKKiHIOPKD3wdf0heTBfZw;0;1;2;41;128;1049
wgaSFjDljjQ5kKaP4evgrA;0;0;0;15;38;491
Mu90i2c_9B5LOW4FpCWjEw;0;0;1;37;306;471
Bl5E6RZKCpB5Tl5jouy4FA;3;9;10;82;272;1090
iy-7QUn6s5xGXf1vOmcxDA;0;1;1;36;109;466
1DCUoKRe971ZReg1nk-QIw;0;2;2;4;13;231
k91vKZa8oDHGFEumLyI-KQ;0;2;3;10;23;488
s9jc9fcMlsRyoXnWKFal_A;0;1;1;55;224;1011
cEx97JX_bRJS5Gw67Y3Vnw;3;52;160;682;841;2175
jjmXrmVu3fiZD90jLMqWjw;0;2;9;32;95;466
zjhcbO-fhczQwZwfvchm0A;0;5;7;33;120;515
HGRR2w9KddspVBYA-4bSlQ;0;3;33;101;119;183
OAAh75gVvTZI4bjjrulxMg;0;0;0;13;66;1924
i3GAJ8IL6z_jXj9GLkpFpQ;1;2;2;49;210;493
-Gy7yBHvRZK64jNxYYJWWA;1;8;15;50;213;2190
vh62OClh9wi-hsGCR4bNjA;3;5;6;15;41;466
EQrRwkK6yv44_CEHuoZIQQ;1;1;7;53;207;2084
Kybc9ifWDfLGUt7QObEFVQ;5;26;34;147;251;1090
3LcxYHWulzue7Um9q_FK5g;0;0;0;25;164;1079
K5WTakHfyimdWZ87QJJPUg;0;0;1;31;111;1971
jcXkAf-4BSsDNVhTHn-fmg;0;0;1;178;882;2193
O6fpSQsG6waSug3tccobew;0;4;6;60;219;267
0iHHsSqphxrBWWecYEJcuQ;2;23;47;103;121;183
jO6zRQLiE1cRuqKA0k6YFA;0;1;2;28;187;377
peFmuP97MqtYx7tx6j4u6g;1;2;6;16;74;491
v4s3xYzkXZB6sAY5yszyRg;0;0;1;25;109;216
7Ojkt0_941r2_F3HdZOj0A;1;5;7;57;135;1099
ZgsIctKamHA8z3KTbTYOoQ;0;8;46;197;303;377
pe1uspK6xnVuVgLXFIjQlg;1;2;2;41;152;2101
rs2OZH_vIKgW2Zk59OnZ2A;1;4;6;183;267;493
hxc6TmLzsENk4xsjm497qg;0;18;57;640;812;2149
8qr1cXhqYGOXFNStgcMvhw;0;5;18;567;782;2157
O2apTti9QMFHWkRPeo_JNg;0;0;1;2;3;664
wVgo5MaohDWNuudZWWwfJg;1;1;1;34;138;2013
qvnfFOgJOvon_Ak8loYMxw;6;31;59;158;230;267
adnX5nTg3I_MTrThVkwmQw;0;2;3;23;129;1094
uEv1I-0r82Krj4eEysjC4A;0;1;2;12;107;183
Eg2fNUMwpUPJ37yy2DK7DQ;2;4;6;32;92;1053
OgCyBZICDLrOSWxgnSnMVg;0;11;22;63;189;471
M7j6McAe_k1KQyJ_mCuAUQ;0;1;3;9;53;1803
DF_cgKLV_YMDkBaNlE0XoQ;0;1;2;103;272;493
iGGBxdz76mISLVgsH4Dohw;0;0;0;32;118;988
4EffIBpRHXJP0mNZeRAYvA;1;5;9;46;77;1575
dYq6OUxFtMVHwqcmum5kOg;0;2;9;149;396;471
iuTj4Se42VUto09Stkiq4A;5;37;66;103;119;183
JfEvhf0cSyjeh82be2KeTQ;0;2;3;24;66;1914
g58J50yqKPpn0B1wn5o22A;0;0;0;3;31;802
ldH_8qBe2ps4j7QyeJ5bDg;0;0;0;9;69;466
FUIxs41dRPVebNg6n58pfA;1;1;9;69;168;2052
D1s6HS9bAYRENT9N5QQodw;1;5;6;15;41;466
kUjVqYw5nWiHe-1oNxOsuQ;1;8;9;21;151;466
Sjqs4OjzTRmgeLjX5meIeA;0;0;1;17;50;989
DKsFd47sx8Cz6qsUPLOJ7A;0;8;29;207;309;377
HL36medghgieK8QCjnF1DA;0;0;5;47;277;2135
1N58_B4IsWcj19QZyJdzag;0;25;44;111;170;466
Ev5UloYOXuw1UTxBKYVXuw;0;0;1;5;41;493
pARcoIwXlijaXVCfp5jdsQ;0;4;4;35;192;1085
GpYDs9W3cM5D1mjNx6pxug;0;3;6;15;275;2112
dh1C733vVNx7BaIBmwMwNQ;0;11;28;104;192;350
27x17_lW-rawrzv367mpNA;0;12;52;275;377;471
vgJDi6bYu02k6h9_ZodulA;4;55;163;684;840;2187
MQke0whcwgjP25g1yfv3cg;3;19;55;200;306;377
opU4dlmPxPNQBrgzgy7TDQ;1;1;3;72;219;518
ZVkrLNK2Z6zSeCn4U9A7rg;1;4;8;83;859;2214
t__uF8kJWMYlWGGJ84pFyw;1;12;36;196;300;377
tubjTe68wKhldVs8W2_weQ;0;0;2;13;41;1649
bvVHopucWYlQtDg6bVY09w;0;4;5;44;111;2111
W41lKwSUobJaTDLd4q9x0g;0;5;9;66;280;1091
U5SazwXdLrVvAquMfsf9Ug;0;0;2;33;121;216
64B7UIqpNy9zQu82oYJMgg;2;76;208;684;836;2177
XHF3oYylaLPeAynPo3bOKg;0;0;0;107;186;1028
AZGgqK7bdRbOBabH0XvM4w;0;0;4;29;96;2068
3oFPL2QGawKJ4z9skJD_9Q;2;5;7;92;249;1089
IjMs1n7UelI7ev_5IDl5kA;1;6;36;582;799;2148
PaP2OwAFRITcjJ_Xb6dUAQ;0;0;3;39;147;267
Xy1mX8UQWMavQh_tMFjthQ;2;8;10;146;259;1090
VNSJ-UxAXoSpi6KhHkj3Rg;4;7;14;17;23;1206
xM-HnG-yurTNI38ui0Akzw;0;2;2;54;181;2089
h1_eW92xqrPrY-LVKkHPNg;2;9;44;109;169;466
mhK2uIu7F06ypYdQ5ndmzg;0;0;0;25;61;501
WPdLRG-jsZmS7RkAfnZJQQ;0;1;2;33;144;1031
LLx6iXXDWz205YXs6Puzdg;0;3;4;99;227;350
vIqc98__17LMLk0ZCOuiLA;0;4;5;79;384;471
kbAyAsfRIIVdUondbHLkWw;0;1;2;30;108;1898
nwUFPclGP8sMNyjJXiSPZQ;0;1;4;11;50;1816
X0SlpSPlckmY2ymbOzdtsg;0;1;7;102;197;995
YpwiShaS6y8KUOJ6Cm4Vsg;0;1;5;38;196;1038
mYOFkbJq_SDnUaN_BDEkZw;0;2;3;91;357;2205
DY2MwXiena93u6JeI7Th_w;0;5;18;96;170;1007
AU5C7IX0mogLK32u2EEOBQ;5;24;71;619;855;2180
GWgiPFdz7rgc3DS-pTkMWQ;2;3;3;16;64;920
uT8IB-CHxTUmW_wD62bA0g;0;2;5;37;85;1018
ZkkGL93vuWtpcUblZO2WCg;0;1;1;59;372;471
02nb6CI8w-2EoSEkQdk2Wg;0;10;70;621;809;2152
FZ3759DVo6Q2Eg_wOlJ9TA;1;24;34;81;139;216
a3oQcnZHbFooAaevF1IjbQ;0;1;1;40;274;377
EUiV2nhMgXZHL--ofr3Xdg;0;0;0;6;22;350
R722fDi0r2oamiWjbnRP2Q;0;0;0;169;236;267
Gbe0IX0FBQ-f3hpFxH-6bQ;0;4;5;50;134;1098
b8fXwzOwJlqFILC4txb8WA;0;0;0;10;67;1958
pcbXrSi22TkYvUTqkPK_IA;0;14;17;27;42;1775
XIdjpQWEw0-0h41Xbs47kA;0;1;1;42;108;466
-Zb5_s9g-Jo5j4ntcvHK6Q;0;2;2;2;2;1241
s2cSf1IV8t8FtrbK3MLc5A;0;0;2;9;46;966
t-siznLJ3Mj6Ols8SAWz-Q;0;4;21;560;784;2157
b66R96v0N-Mmu0jb4cVhiQ;2;4;13;84;874;2211
lSwPJt2ZPX03tEpfXE1BFw;1;10;34;223;370;471
5lyF_I3SNJ1fKoBpkuSMjw;0;1;1;33;122;2003
QhIY6bUmaHK--NeSOuZ3Hw;2;5;13;45;178;1102
6WbDVtlU7vGaFV9zHexFIw;0;0;0;12;61;507
1U5ZqhfQZXPw0v_Fa29WBw;3;4;9;47;104;216
vFAw4rLTTtMyRz1zQ54RsQ;0;2;2;16;51;500
2WP7yrPIdXaaZA_T50jcgA;0;1;1;34;155;1051
GBRQ70B7TOhs8M40w6WGbw;0;1;3;163;346;471
d5WQMTNea__i3nUjz2qYdA;1;1;2;18;96;1929
n7i8dOHL-RTBcSv47u73Hg;0;1;6;123;221;518
seH9xqqQEqL5Gw_psdXSig;3;8;9;21;152;466
wSZQ5qnYwiukmI0fKBA2fQ;1;8;9;36;113;466
ccH0aidX_Z7FeAGW2oejog;1;1;5;43;140;1049
lI3aba-4VAnqiQLUPGewNg;0;1;4;112;176;466
FwwbaUc7u5nSiLmkF_Z1Tg;0;35;175;674;823;2169
XJvOamdhTQI65jmzTfreDQ;2;27;88;661;818;2155
qaEqiGzQ67ief_yoKP97Hw;1;4;9;84;641;2179
n4XdEzFBySM8_D_uJqSToA;1;2;2;50;181;216
C-HXHOveDYeIvynd97Bljg;3;21;39;92;160;998
JTgckf2Va1qeHA-4iEwSQw;3;46;100;648;813;2155
jCyQknyt1mkMTBw60-ABUw;0;2;2;27;79;1676
A9VBvn-H5EBil-7vmR8UVQ;1;1;1;23;192;493
KBtJ98QUDu3LCESV33YxcA;0;1;1;19;112;515
1A9p0iMiPsIqC0iDRMfZow;0;2;2;17;158;515
zkevOUm1kDU7PUKte4GKpQ;0;3;12;126;253;493
yDi27lJ-GDv_yC0iiL_68Q;0;3;14;202;312;377
MTB9CelShC-x4jj31BJYAg;0;2;3;133;275;493
KDOChZhZt7AvV_QuxXMDrA;0;2;3;16;54;1020
e228TnyMNoJLp4zYnunvmw;0;1;1;7;16;1871
NdLBRy61OGT78GTn690u5g;2;2;6;38;139;2101
YK9kcUVwuI9j00g6o1k7mg;0;3;7;65;149;350
SSp4GBRnvdnuLRCIH4v_mQ;1;5;12;78;246;518
87eWKmI-nxN_76n1OKHcHQ;0;0;0;4;54;1771
kCAvqT_3AWOHx80VALz2lw;0;2;15;158;232;267
6Al95KtZ_ob3NpyyiueI6Q;0;1;1;25;40;516
_JHGrg4DNqMDlFplgED25w;1;4;4;35;82;1058
ibe3g1TlMJmlkz_8Go0m1A;0;6;9;104;153;466
2QJSPJ8X1tM2eZ6ipLf1AQ;0;5;10;28;116;1877
4sOLSCiwSdHhzcXC9Sd0xQ;2;41;62;101;118;183
iMkk09jgIHrgAwnzStbk1Q;0;1;1;12;36;1797
CyiN_owscPJNvlwul0XJPg;1;5;6;39;132;1016
XKquWoKNCBnjdWcJoOPdrw;2;3;4;32;247;377
-qNVtEd8Z9MtCfC5dii6nQ;5;27;37;185;257;493
MuJACN0_RvP2VKT-M51SzA;1;5;10;46;191;1099
4rgm4Uaor21vaN14KdocHg;0;0;1;11;32;1712
ovXCLLeR56KBxAMyEdM15w;0;1;2;127;225;350
8UuBoJmuIf29LqM-zm3Qdg;5;16;20;123;257;1090
sBT0a2VCq04gApS8clRk_Q;0;3;4;18;41;466
xf4hdY-izcbyzcYTOUy2Rg;0;0;0;5;18;1894
K4DVDHmrSoz3QdVGwjrqaw;0;4;4;46;107;2109
InUGeIEPNX8WqE7BIHSvZA;0;3;3;5;46;461
AHLQulzMieUxdvpSQwYL4A;1;7;16;119;253;1090
o1Vs7jjK0_hu5L5h_ZgBNw;0;0;0;37;125;2091
zGXgO4L7UdRB5Z1fzYWr7A;1;2;2;18;89;2033
LIMcWAe750ULlcO4SXBHDw;0;13;20;94;250;518
iPyVge5Y_rSK2Ok_DXWeDg;2;8;8;65;672;2085
Y50hBZo0V-9mqPkSgRwR-A;0;29;55;200;309;377
OUvtfVGqDo8ZfD_eDVTALA;1;6;10;44;186;1100
TfP0dN1L88RcWyQzp2O7Eg;0;1;1;2;14;314
6yDedrQLDH-IC8eU1DAd2Q;0;0;0;29;94;1426
3XmJrin3l2fbTP201HElCQ;0;2;3;23;79;471
YEIZTgcM95btX9n_ibeUuA;4;27;53;185;262;493
_fCpxyDgYNULXAUEbLCDHQ;1;14;38;614;811;2162
KMBkUpq_7uGF20EmXQS1bQ;0;0;1;72;747;2120
dFTuCfvTv8b7UK-quUWY9A;0;0;1;14;39;1694
yj0bwjpMvBuNgJ0IQIC8mQ;0;0;1;13;48;515
mhEClxuKxv8UWXPm1tSPyQ;0;0;0;0;2;484
jS8VAzNJjjekJwBknEFZFw;2;2;4;157;223;267
puDcIJMwP0H_vy9Ty8HFFQ;0;0;2;36;171;267
7G1dv3W-Lt7IeUUyDymOAQ;0;4;6;28;89;1037
_U-hsWBK2O8J3-qahtG2pA;2;18;30;107;199;350
-k1iNvlyQZkZ14Hcqzlk4Q;0;4;23;640;818;2165
2HOWBsPJ1gdOY4_k-iCXPg;0;5;17;109;167;466
IOvJW63nFMReO7mMDqPRNA;1;2;6;32;98;912
fGsEVei0W5kyhlL8TRNclg;0;2;3;24;165;2185
ckUXjKaqb60XOMTB-EUwbQ;1;3;4;35;131;1104
sWpXlvhu-4luyc85kL0Ncw;1;26;50;112;172;466
vtJzY7yw636iiEH5tz3B-g;0;0;1;38;87;466
yzz9gwayRptbwV7l5cHtRQ;0;1;2;28;128;1988
vbKckewFfz7vVRhFmOh4UQ;1;2;2;14;61;1886
FqvItVbM-G2AoQeWC-EBMw;0;2;2;11;59;466
-mBc7M9Q3fEIxuUxwOleZg;1;25;47;185;260;493
otm8R7rkCtCNM0g0TC55-Q;2;4;15;520;855;2178
hkNTfubm5Vbf0j78AcDxHA;0;4;16;178;252;493
otlORLZ8uZM3_orBFl2z7w;3;24;57;248;375;471
yOvGqROeTabICY7c80h98Q;1;1;2;18;66;267
aA-6urKmmlZw9STPOHZNCg;0;7;14;51;213;2192
GhLCh9fL9Nc8c33eHszX5A;0;1;2;79;264;2184
S5LnH1njwFBlq77tIkjI1g;0;19;37;145;247;1090
2gi23-n_4fTU11olohHxrg;0;2;4;82;264;518
pqiFIcObG_qW16x9cHcznQ;0;14;28;181;259;493
GEKQqHL78Gkhy1juc7dDww;0;6;6;19;78;216
79-mLS1vvVYkHRCYBMXmzw;0;1;1;20;48;1688
3DSgJFIaXjdknbZn3LSnPQ;0;11;35;100;119;183
fKP9ALt3WZ6WipB98eGIJg;0;0;1;14;53;491
dXtKhR0cORwZMW4GuFxwdg;0;6;7;33;123;515
